playerID,yearID,salary,stint,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,W,L,G_right,GS,CG,SHO,SV,IPouts,H_right,ER,HR_right,BB_right,SO_right,BAOpp,ERA,IBB_right,WP,HBP_right,BK,BFP,GF,R_right,SH_right,SF_right,GIDP_right,GS_right,InnOuts,PO,A,E,DP,PB,WP_right,SB_right,CS_right,ZR,Training-Validation
pillbr01,2012,480000,1,48,0,105,10,22,3,0,4,11,1,0,6,19,1,2,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
hamptmi01,2009,2000000,1,21,0,37,6,12,1,0,1,7,0,0,2,8,0,0,1,1,0,0,7,10,21,21,0,0,0,336,128,66,13,46,74,0.298,5.3,6,1,2,0,494,0,71,11,5,13,21,336,9,17,2,1,0,0,0,0,0,Training
mathisc01,2007,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
hansoto01,2013,3725000,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,13,0,0,0,219,83,44,10,30,56,0.286,5.42,3,6,3,0,327,1,47,0,4,3,13,219,7,7,1,0,0,0,0,0,0,Training
wrighja01,2006,800000,1,35,0,47,4,12,2,0,0,1,0,0,0,11,0,0,5,0,1,0,6,10,34,21,0,0,0,468,167,90,16,64,79,0.282,5.19,4,6,10,0,676,2,95,5,4,24,,,,,,,,,,,,Training
molinbe01,2008,6250000,1,145,0,530,46,155,33,0,16,95,0,0,19,38,5,9,0,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
myerswi01,2014,504200,1,87,0,325,37,72,14,0,6,35,6,1,34,90,3,0,0,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
igarary01,2010,1250000,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,91,29,24,4,18,25,0.254,7.12,1,3,0,0,135,11,24,0,3,4,0,91,1,2,2,0,0,0,0,0,0,Training
pineijo01,2009,7500000,1,33,0,66,4,9,2,0,0,4,1,0,4,33,0,0,9,0,0,0,15,12,32,32,3,2,0,642,218,83,11,27,105,0.268,3.49,1,4,8,0,865,0,94,12,6,29,,,,,,,,,,,,Training
abreuto01,2014,745000,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
carroja01,2013,3750000,3,73,0,227,26,48,9,0,0,11,2,1,17,39,0,1,2,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,Training
jimerch01,2008,390000,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
larocad01,2006,420000,1,149,0,492,89,140,38,1,32,90,0,2,55,128,5,2,1,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
farnsky01,2006,5416666,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,72,0,0,0,6,198,62,32,8,28,75,0.243,4.36,3,5,1,1,289,24,34,3,2,1,0,198,3,7,0,0,0,0,0,0,0,Training
crainje01,2008,1050000,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,66,0,0,0,0,188,62,25,6,24,50,0.257,3.59,3,2,1,0,268,14,29,0,2,4,0,188,1,10,3,2,0,0,0,0,0,Training
donnebr01,2007,1400000,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,27,0,0,0,0,62,19,7,0,5,15,0.235,3.05,0,2,4,0,90,4,8,0,0,0,0,62,0,1,0,0,0,0,0,0,0,Training
sammocl01,2009,400000,1,6,0,11,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,23,2,0,0,0,0,0,3,0,Training
harriwi01,2009,1500000,1,137,0,323,47,76,18,6,7,27,11,4,57,62,1,9,3,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
quentca01,2012,7025000,1,86,0,284,44,74,21,0,16,46,0,1,36,41,2,17,0,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
betanyu01,2007,727500,1,155,0,536,72,155,38,2,9,67,5,4,15,48,3,1,3,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
escobke01,2007,9000000,1,30,0,6,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18,7,30,30,3,1,0,587,182,74,11,66,160,0.248,3.4,2,9,3,0,812,0,79,5,4,28,30,587,13,18,2,4,0,0,0,0,0,Training
morribr01,2016,1350000,1,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,1,53,15,6,4,10,13,0.238,3.06,1,0,1,0,74,4,7,0,0,2,0,53,0,2,0,0,0,0,0,0,0,Validation
zagurmi01,2008,392500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
ruizca01,2010,1900000,1,121,0,371,43,112,28,1,8,53,0,1,55,54,13,6,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
teixema01,2013,23125000,1,15,0,53,5,8,1,0,3,12,0,0,8,19,2,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
bastaan01,2015,3100000,1,66,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,66,0,0,0,1,172,39,19,4,26,64,0.188,2.98,2,8,3,0,239,18,19,2,0,0,0,172,0,4,1,0,0,0,0,0,0,Training
loopebr01,2008,5500000,1,42,0,63,5,16,3,1,0,4,0,0,4,21,0,0,13,0,3,0,12,14,33,33,1,1,0,597,216,92,25,45,108,0.279,4.16,1,3,11,1,842,0,101,7,5,23,,,,,,,,,,,,Training
raburry01,2014,2250000,1,74,0,195,18,39,7,0,4,22,0,0,13,51,1,1,0,3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
kurodhi01,2008,7433333,1,31,0,54,2,8,1,0,0,2,0,0,5,16,0,0,6,0,1,0,9,10,31,31,2,2,0,550,181,76,13,42,116,0.253,3.73,8,5,7,0,776,0,85,7,5,10,31,550,18,38,2,2,0,0,0,0,0,Training
beltrca01,2011,19325436,3,142,0,520,78,156,39,6,22,84,4,2,71,88,7,3,0,4,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
soriajo01,2009,1000000,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,47,0,0,0,30,159,44,13,5,16,69,0.219,2.21,1,3,2,0,222,41,14,1,2,3,0,159,2,5,1,1,0,0,0,0,0,Training
scherma01,2013,6725000,1,32,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,3,32,32,0,0,0,643,152,69,18,56,240,0.198,2.9,0,6,4,1,836,0,73,2,8,10,32,643,17,21,3,0,0,0,0,0,0,Training
gallomi01,2006,365000,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,23,0,0,0,0,49,28,11,3,7,7,0.4,6.06,1,4,2,0,82,7,11,2,1,4,0,49,0,2,0,0,0,0,0,0,0,Training
adducji02,2014,501000,1,44,0,101,13,17,3,0,1,8,3,1,10,27,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
howrybo01,2006,3000000,1,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,84,0,0,0,5,230,70,27,8,17,71,0.245,3.17,4,1,3,0,314,26,28,5,3,3,0,230,4,5,0,1,0,0,0,0,0,Training
tabatjo01,2015,4000000,1,27,0,38,2,11,0,0,0,4,0,1,2,7,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
ardoida01,2006,335000,3,40,0,122,14,22,5,1,0,3,0,0,9,33,2,3,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,970,239,16,3,1,2,0,21,7,0,Training
tabatjo01,2014,3000000,1,80,0,174,14,49,5,2,0,17,1,2,7,26,0,2,1,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
thornma01,2013,5500000,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0,130,47,18,4,15,30,0.594,7.38,1,2,2,0,187,6,20,4,1,6,0,130,3,6,2,0,0,0,0,0,0,Training
liriafr01,2006,327000,1,28,0,5,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0,0,12,3,28,16,0,0,1,363,89,29,9,32,144,0.205,2.16,0,9,1,1,473,2,31,4,2,17,16,363,3,6,1,1,0,0,0,0,0,Training
myersmi01,2006,1150000,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,62,0,0,0,0,92,29,11,3,10,22,0.244,3.23,1,1,3,0,132,6,14,0,0,2,0,92,0,7,0,0,0,0,0,0,0,Training
madriwa01,2009,404730,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,38,18,14,2,12,5,0.333,9.95,1,2,1,0,67,6,14,0,0,1,0,38,0,1,0,0,0,0,0,0,0,Training
thomeji01,2007,14833333,1,130,0,432,79,119,19,0,35,96,0,1,95,134,11,6,0,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
uribeju01,2010,3250000,1,148,0,521,64,129,24,2,24,85,1,2,45,92,6,4,0,5,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
gillaco01,2013,490500,1,134,0,408,46,100,14,3,13,40,0,1,37,79,4,1,0,6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
niesejo01,2012,519550,1,30,0,55,8,12,0,0,0,2,0,0,6,19,0,0,7,0,0,0,13,9,30,30,0,0,0,571,174,72,22,49,155,0.241,3.4,2,6,4,0,788,0,77,8,4,16,30,571,5,26,2,2,0,0,0,0,0,Training
costash01,2006,327500,1,72,0,237,23,65,20,1,3,23,2,0,6,29,2,5,2,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
cantujo01,2008,500000,1,155,0,628,92,174,41,0,29,95,6,2,40,111,6,10,0,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
crainje01,2010,2000000,1,71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,71,0,0,0,1,204,53,23,5,27,62,0.215,3.04,4,3,1,0,278,16,27,3,0,6,0,204,3,14,1,3,0,0,0,0,0,Training
dobbsgr01,2010,1350000,1,88,0,163,13,32,7,0,5,15,1,1,12,39,1,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
garzama01,2014,12500000,1,27,0,49,2,3,1,0,0,0,0,0,1,21,0,0,7,0,0,0,8,8,27,27,1,1,0,490,143,66,12,50,126,0.233,3.64,2,3,4,1,680,0,77,9,4,10,27,490,11,15,3,0,0,0,0,0,0,Training
hawkila01,2007,3250000,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,62,0,0,0,0,166,52,21,6,16,29,0.252,3.42,1,2,0,0,225,10,21,2,1,7,0,166,9,12,0,2,0,0,0,0,0,Training
ueharko01,2010,5000000,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,43,0,0,0,13,132,37,14,5,5,55,0.22,2.86,0,1,0,0,174,22,15,1,0,1,0,132,2,3,0,0,0,0,0,0,0,Training
schiena01,2009,401250,1,116,0,285,33,76,19,2,5,29,3,1,16,58,3,1,0,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
herreke01,2012,480650,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,76,0,0,0,3,253,79,22,4,21,77,0.25,2.35,6,3,2,1,344,10,24,5,0,8,0,253,8,9,0,1,0,0,0,0,0,Training
pomerdr01,2015,517500,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,53,9,0,0,3,258,71,35,8,31,82,0.226,3.66,1,2,3,0,357,9,44,4,5,8,9,258,2,13,1,2,0,0,0,0,0,Training
reddijo01,2015,4100000,1,149,0,526,67,143,25,4,20,77,10,2,49,65,1,0,1,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
ryanbr01,2009,403000,1,129,0,390,55,114,19,7,3,37,14,7,24,56,3,6,6,3,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
pauleda01,2011,422000,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,53,0,0,0,0,222,64,26,6,22,44,0.525,8.1,5,0,5,0,302,17,27,3,2,9,0,222,4,10,0,0,0,0,0,0,0,Training
matzst01,2016,515750,1,24,0,36,0,5,1,1,0,2,0,0,4,11,0,0,4,1,2,0,9,8,22,22,0,0,0,397,129,50,14,31,129,0.257,3.4,2,3,5,1,547,0,53,8,1,8,,,,,,,,,,,,Validation
coffeto01,2008,907500,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,80,31,13,4,8,15,0.552,6.05,0,0,1,0,116,9,13,2,1,5,0,80,1,6,0,0,0,0,0,0,0,Training
porceri01,2016,20125000,1,33,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,4,33,33,3,0,0,669,193,78,23,32,189,0.23,3.15,0,3,13,0,890,0,85,2,3,16,33,669,6,15,1,0,0,0,0,0,0,Validation
rincoju01,2006,900000,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,75,0,0,0,1,223,76,24,2,24,65,0.27,2.91,3,2,3,0,315,22,30,5,1,9,0,223,7,6,0,1,0,0,0,0,0,Training
wolfra02,2008,4750000,3,36,0,58,6,8,1,0,0,2,0,0,4,23,0,0,5,0,2,0,12,12,33,33,1,1,0,571,191,91,21,71,162,0.523,8.31,4,3,12,0,823,0,100,10,4,17,,,,,,,,,,,,Training
mcgowdu01,2009,419400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
bynumfr01,2006,327500,1,71,0,136,20,35,5,5,4,12,8,4,9,44,0,1,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
axforjo01,2011,442500,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,74,0,0,0,46,221,59,16,4,25,86,0.212,1.95,1,8,0,0,305,63,19,1,1,4,0,221,1,7,2,1,0,0,0,0,0,Training
suareeu01,2016,545000,1,159,0,565,78,140,25,2,21,70,11,5,51,155,0,8,0,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
spiveju01,2006,1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
burnsmi01,2006,332500,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,63,40,17,2,4,16,0.792,13.48,2,1,2,0,104,6,17,1,2,4,0,63,2,2,0,1,0,0,0,0,0,Training
harribr01,2009,466100,1,123,0,414,44,108,22,1,6,37,0,2,29,78,0,3,1,6,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
maurebr01,2016,526400,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,13,209,65,35,7,23,72,0.238,4.52,5,3,2,0,300,36,37,0,1,2,0,209,4,7,1,0,0,0,0,0,0,Validation
ausmubr01,2009,1000000,1,36,0,95,9,28,4,0,1,9,1,0,5,21,0,2,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
johnsjo09,2007,382000,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,4,0,0,0,47,26,13,1,12,14,0.388,7.47,3,1,0,0,82,0,17,2,1,3,4,47,2,1,1,0,0,0,0,0,0,Training
posadjo01,2007,12000000,1,144,0,506,91,171,42,1,20,90,2,0,74,98,7,6,0,3,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
gomezje01,2014,514500,1,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,44,0,0,0,1,186,70,22,6,23,38,0.292,3.19,7,2,2,0,270,20,24,3,2,7,0,186,5,8,1,0,0,0,0,0,0,Training
brazede01,2006,500000,1,9,0,4,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,9,2,0,0,0,54,28,24,6,9,9,0.354,12.0,1,1,0,0,91,3,25,1,2,0,2,54,0,2,1,0,0,0,0,0,0,Training
floydga01,2014,4000000,1,9,0,18,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,2,9,9,0,0,0,163,55,16,6,13,45,0.266,2.65,0,6,3,0,229,0,23,4,2,7,9,163,3,9,1,1,0,0,0,0,0,Training
isrinja01,2009,750000,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,24,6,2,0,5,6,0.2,2.25,0,1,2,0,37,4,2,0,0,1,0,24,0,0,0,0,0,0,0,0,0,Training
paulife01,2011,790000,3,39,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,4,10,39,20,0,0,0,418,146,69,13,55,133,0.648,11.47,2,7,8,1,599,8,74,5,7,16,20,418,8,19,3,3,0,0,0,0,0,Training
dejesda01,2008,2500000,1,135,0,518,70,159,25,7,12,73,11,8,46,71,3,5,4,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
grossro01,2014,504500,1,103,0,360,42,84,14,2,6,37,9,3,55,105,1,2,3,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
tolbema01,2008,390000,1,41,0,113,18,32,6,3,0,6,7,1,7,19,0,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
swishni01,2012,10250000,1,148,0,537,75,146,36,0,24,93,2,3,77,141,2,4,1,5,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
bruceja01,2010,440000,1,148,0,509,80,143,23,5,25,70,5,4,58,136,5,1,0,5,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
avilemi01,2014,3500000,1,113,0,344,38,85,16,1,5,39,14,5,13,49,0,1,11,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
mcgeeja01,2012,484200,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,69,0,0,0,0,166,33,12,3,11,73,0.168,1.95,4,3,1,0,212,13,13,0,2,3,0,166,2,7,0,1,0,0,0,0,0,Training
hallaro01,2011,20000000,1,32,0,74,3,9,2,0,0,3,0,0,2,35,0,0,16,0,1,0,19,6,32,32,8,1,0,701,208,61,10,35,220,0.239,2.35,4,2,4,1,933,0,65,15,7,15,32,701,12,30,1,0,0,0,0,0,0,Training
mclouna01,2007,392000,1,137,0,329,62,85,21,3,13,38,22,1,39,77,2,9,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
rauchjo01,2012,3500000,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,73,0,0,0,4,173,45,23,7,12,42,0.209,3.59,2,1,1,0,233,22,28,1,4,3,0,173,2,7,0,0,0,0,0,0,0,Training
buckjo01,2010,2000000,1,118,0,409,53,115,25,0,20,66,0,0,16,111,1,6,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
doumiry01,2006,333000,1,61,0,149,15,31,9,0,6,17,0,0,15,42,1,11,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
sierrmo01,2014,504700,3,96,0,161,22,37,8,2,2,9,3,1,8,43,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
moustmi01,2014,549000,1,140,0,457,45,97,21,1,15,54,1,0,35,74,1,3,1,4,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
bedarer01,2009,7750000,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,15,0,0,0,249,65,26,8,34,90,0.212,2.82,0,2,4,0,348,0,29,2,1,2,15,249,4,6,0,0,0,0,0,0,0,Training
cabremi01,2016,28000000,1,158,0,595,92,188,31,1,38,108,0,0,75,116,15,4,0,5,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
slatedo01,2008,400500,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,97,33,17,4,14,20,0.26,4.73,1,0,4,0,147,13,20,1,1,4,0,97,0,5,2,1,0,0,0,0,0,Training
cruzne02,2009,408070,1,128,0,462,75,120,21,1,33,76,20,4,49,118,6,2,0,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
diekmja01,2016,1255000,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,66,0,0,0,4,159,36,20,4,26,59,0.189,3.4,1,3,3,0,221,14,22,0,2,5,0,159,3,5,0,0,0,0,0,0,0,Validation
loughda01,2014,510500,1,112,0,174,31,43,6,3,4,16,8,5,15,33,0,1,6,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
mathije01,2013,1500000,1,73,0,232,14,42,7,1,5,29,0,0,21,76,4,1,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,1845,520,30,1,2,5,0,30,15,0,Training
ohlenro01,2016,800000,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,64,0,0,0,2,197,59,34,14,32,68,0.237,4.66,1,4,6,0,290,34,35,3,0,4,0,197,2,3,0,0,0,0,0,0,0,Validation
fuldsa01,2014,800000,6,113,0,351,40,84,16,4,4,36,21,4,43,63,2,0,6,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
crawfca02,2016,20750000,1,30,0,81,8,15,2,1,0,6,0,1,4,11,0,1,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation
devinjo01,2012,737500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
gimench01,2016,975000,1,68,0,139,17,30,4,0,4,11,0,0,10,41,0,1,4,1,8,0,0,0,2,0,0,0,0,9,4,4,1,0,0,0.308,12.0,0,0,0,0,13,2,4,0,0,0,43,1225,359,28,3,4,5,0,17,6,0,Validation
griffke02,2009,2000000,1,117,0,387,44,83,19,0,19,57,0,0,63,80,2,1,0,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
batismi01,2010,1000000,1,58,0,8,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,2,58,1,0,0,2,248,71,34,9,39,55,0.234,3.7,8,4,5,0,350,18,36,1,2,11,1,248,5,9,0,1,0,0,0,0,0,Training
mortoch02,2009,405000,1,18,0,31,1,4,0,0,0,1,0,0,0,15,0,0,2,0,0,0,5,9,18,18,1,1,0,291,102,49,7,40,62,0.276,4.55,0,4,5,0,416,0,49,1,1,13,18,291,7,11,0,2,0,0,0,0,0,Training
treanma01,2009,750000,1,4,0,13,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,28,0,0,0,0,0,4,0,0,Training
pelfrmi01,2009,2237500,1,31,0,52,4,5,1,0,0,4,0,0,2,12,0,1,5,1,1,0,10,12,31,31,0,0,0,553,213,103,18,66,107,0.289,5.03,8,1,7,6,824,0,112,8,5,15,31,553,12,25,2,2,0,0,0,0,0,Training
chambjo03,2012,1675000,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,62,26,10,3,6,22,0.302,4.35,2,0,2,0,95,5,11,0,1,1,0,62,0,2,0,0,0,0,0,0,0,Training
bardda01,2013,1862500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,2,1,0.25,9.0,0,0,0,0,6,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Training
sotoge01,2015,1500000,1,78,0,187,20,41,8,0,9,21,0,1,21,63,0,1,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
gilje01,2007,380000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
romerjc01,2011,1350000,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,74,28,11,1,15,19,0.5860000000000001,8.18,2,0,1,0,116,6,14,2,0,3,0,74,1,6,0,0,0,0,0,0,0,Training
contrjo01,2008,10000000,1,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,20,20,1,0,0,363,130,61,12,35,70,0.272,4.54,0,6,3,0,522,0,64,4,2,10,20,363,5,14,0,1,0,0,0,0,0,Training
alvarpe01,2015,5750000,1,150,0,437,60,106,18,0,27,77,2,0,48,131,9,2,0,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
mateoju02,2007,383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
hudsoti01,2015,12000000,1,24,0,38,3,7,2,0,1,1,0,0,1,11,0,0,3,0,0,0,8,9,24,22,0,0,0,371,134,61,13,37,64,0.282,4.44,1,4,7,0,525,0,62,2,3,19,22,371,7,15,0,4,0,0,0,0,0,Training
garzama01,2015,12500000,1,26,0,39,0,3,0,0,0,0,0,1,1,21,0,0,7,0,0,0,6,14,26,25,0,0,0,446,176,93,23,57,104,0.294,5.63,3,7,2,0,666,1,102,7,2,14,25,446,9,16,1,0,0,0,0,0,0,Training
martiru01,2010,5050000,1,97,0,331,45,82,13,0,5,26,6,2,48,61,7,4,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
carroja01,2006,700000,1,136,0,463,84,139,23,5,5,36,10,12,56,66,1,3,9,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
delluda01,2008,3750000,1,113,0,336,41,80,19,2,11,47,3,2,24,76,1,11,0,4,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
beltrad01,2008,13400000,1,143,0,556,74,148,29,1,25,77,8,2,50,90,10,2,0,4,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
